username,description,user_char,primary_label,label_mode_cap,allowed_labels,emission_params_json,style_json,behavior_json
benign_00251,Bot user benign_00251,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00252,Bot user benign_00252,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00253,Bot user benign_00253,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00254,Bot user benign_00254,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00255,Bot user benign_00255,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00256,Bot user benign_00256,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00257,Bot user benign_00257,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00258,Bot user benign_00258,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00259,Bot user benign_00259,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00260,Bot user benign_00260,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00261,Bot user benign_00261,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00262,Bot user benign_00262,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00263,Bot user benign_00263,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00264,Bot user benign_00264,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00265,Bot user benign_00265,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00266,Bot user benign_00266,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00267,Bot user benign_00267,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00268,Bot user benign_00268,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00269,Bot user benign_00269,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00270,Bot user benign_00270,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00271,Bot user benign_00271,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00272,Bot user benign_00272,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00273,Bot user benign_00273,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00274,Bot user benign_00274,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00275,Bot user benign_00275,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00276,Bot user benign_00276,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00277,Bot user benign_00277,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00278,Bot user benign_00278,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00279,Bot user benign_00279,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00280,Bot user benign_00280,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00281,Bot user benign_00281,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00282,Bot user benign_00282,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00283,Bot user benign_00283,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00284,Bot user benign_00284,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00285,Bot user benign_00285,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00286,Bot user benign_00286,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00287,Bot user benign_00287,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00288,Bot user benign_00288,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00289,Bot user benign_00289,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00290,Bot user benign_00290,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00291,Bot user benign_00291,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00292,Bot user benign_00292,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00293,Bot user benign_00293,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00294,Bot user benign_00294,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00295,Bot user benign_00295,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00296,Bot user benign_00296,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00297,Bot user benign_00297,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00298,Bot user benign_00298,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00299,Bot user benign_00299,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00300,Bot user benign_00300,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00301,Bot user benign_00301,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00302,Bot user benign_00302,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00303,Bot user benign_00303,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00304,Bot user benign_00304,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00305,Bot user benign_00305,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00306,Bot user benign_00306,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00307,Bot user benign_00307,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00308,Bot user benign_00308,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00309,Bot user benign_00309,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00310,Bot user benign_00310,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00311,Bot user benign_00311,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00312,Bot user benign_00312,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00313,Bot user benign_00313,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00314,Bot user benign_00314,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
benign_00315,Bot user benign_00315,"A user interested in sports, hobbies, news, tech.",benign,single,"[""benign""]","{""LBL:SUPPORTIVE"": 0.02}","{""tone"": ""conversational"", ""jargon_rate"": ""<5%"", ""discourse"": [""topic-focused""]}","{""activity_rate_per_hour"": 0.5, ""reply_propensity"": 0.3, ""post_length_tokens_mean"": 40, ""post_length_tokens_std"": 28, ""post_length_min"": 8, ""post_length_max"": 280}"
